"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.960107000E0,-2.519170538E-2,-5.854875505E-2,-1.265355009E-1,1.416820797E-1
2.970037000E0,5.396249145E-3,-7.138397813E-2,-1.385509443E-1,1.559524159E-1
2.979967000E0,3.377775684E-2,-6.033507943E-2,-1.143364549E-1,1.336191737E-1
2.989897000E0,3.850113764E-2,-6.026549757E-2,-7.378484488E-2,1.027544215E-1
2.999828000E0,3.661000192E-2,-6.006961584E-2,-3.331918895E-2,7.783841815E-2
3.009758000E0,7.328593120E-2,-2.300937831E-2,1.495600820E-2,7.825561567E-2
3.019688000E0,6.533240229E-2,-4.070831537E-3,-2.007583022E-2,6.846848485E-2
3.029618000E0,1.506374314E-2,-9.970087409E-3,-5.626307845E-2,5.909190298E-2
3.039549000E0,3.619609214E-3,-1.967588067E-2,-3.168781579E-2,3.747478513E-2
3.049479000E0,2.536405206E-2,-2.107102633E-2,-3.912605882E-2,5.116807370E-2
3.059409000E0,6.550215427E-2,-2.424372554E-2,-5.546551824E-2,8.918920425E-2
3.069340000E0,1.112443376E-1,-3.725144148E-2,-4.145091176E-3,1.173889020E-1
3.079270000E0,1.452110691E-1,-3.295490742E-2,-6.666644454E-2,1.631462392E-1
3.089200000E0,1.389019234E-1,-5.915277243E-2,-2.937348783E-2,1.538037601E-1
3.099130000E0,1.577714731E-1,-5.652795732E-2,4.360853434E-2,1.731731848E-1
3.109061000E0,1.869567171E-1,7.819481492E-3,8.906478882E-3,1.873320147E-1
3.118991000E0,1.246320860E-1,-3.890971184E-2,-7.499054074E-3,1.307798086E-1
3.128921000E0,6.155729368E-2,-7.185526371E-2,-8.147393346E-2,1.248618483E-1
3.138851000E0,4.771430299E-2,-4.720223308E-2,-8.929166079E-2,1.117036535E-1
3.148782000E0,1.846389905E-2,-8.850637972E-2,-5.023050606E-2,1.034282290E-1
3.158711000E0,5.901638612E-2,-9.009389877E-2,9.289471507E-3,1.081024454E-1
3.168641000E0,4.504245434E-2,-1.003276956E-1,1.280598700E-2,1.107179412E-1
3.178571000E0,9.990815789E-2,-6.967717588E-2,2.913784504E-2,1.252420172E-1
3.188502000E0,1.269113307E-1,-4.780391157E-2,5.954570532E-2,1.481127639E-1
3.198432000E0,1.122606933E-1,-4.825473189E-2,1.756035805E-2,1.234477565E-1
3.208362000E0,4.175379753E-2,-3.253273845E-2,-1.598921120E-2,5.529388351E-2
3.218292000E0,-4.811381400E-3,2.307779074E-2,-6.933335960E-2,7.323147253E-2
3.228223000E0,-2.217454210E-2,2.822275579E-2,-4.815065145E-2,6.005596971E-2
3.238153000E0,-5.105510965E-2,-4.829800129E-4,2.018926620E-2,5.490413428E-2
3.248083000E0,-2.896140531E-2,5.467614412E-2,-4.690636396E-3,6.205034894E-2
3.258013000E0,-1.221348133E-2,3.936404049E-2,5.380023122E-3,4.156490658E-2
3.267944000E0,-3.846488491E-2,3.025641739E-2,-1.569451153E-2,5.139373363E-2
3.277874000E0,-6.156065583E-2,1.667918265E-2,-4.986797869E-2,8.096125480E-2
3.287804000E0,-7.091163274E-2,7.265048504E-2,-5.903407395E-2,1.174375345E-1
3.297735000E0,-1.300287372E-1,7.261598647E-2,-4.969490111E-2,1.570036215E-1
3.307665000E0,-1.651645098E-1,5.473403156E-2,-3.763443410E-2,1.780210104E-1
3.317595000E0,-1.393161987E-1,8.011562526E-2,-1.603774309E-2,1.615076649E-1
3.327525000E0,-8.752298769E-2,6.019416153E-2,1.948584616E-2,1.079967993E-1
3.337456000E0,-2.357962802E-2,4.216778040E-2,3.900911450E-2,6.209534263E-2
3.347386000E0,2.149758071E-2,2.839407921E-2,2.702933908E-2,4.470967324E-2
3.357316000E0,2.354425237E-2,2.194460034E-2,-8.300707340E-3,3.323851751E-2
3.367246000E0,-3.001565829E-2,5.706297755E-3,-6.166122794E-2,6.881575843E-2
3.377177000E0,-6.448864907E-2,-1.441631019E-2,-7.737503529E-2,1.017522085E-1
3.387107000E0,-9.947970316E-2,1.488934994E-2,-8.147861123E-2,1.294475499E-1
3.397037000E0,-1.139631101E-1,3.563468635E-2,-8.131371975E-2,1.444622524E-1
3.406967000E0,-9.326279730E-2,-5.105788708E-3,-6.066135406E-2,1.113724307E-1
3.416898000E0,-2.931969345E-2,-3.961488605E-2,-4.351848722E-2,6.574832583E-2
3.426828000E0,3.094770446E-2,-7.067237198E-2,-1.105591536E-2,7.793957812E-2
3.436758000E0,4.828327361E-2,-7.142081559E-2,-2.175807416E-2,8.891356028E-2
3.446689000E0,8.897444934E-2,-5.962756634E-2,-3.112414420E-2,1.115374899E-1
3.456619000E0,9.605542749E-2,-5.185661674E-2,-3.508797169E-2,1.146600175E-1
3.466549000E0,1.003968389E-1,-7.812698722E-2,-5.635663390E-2,1.391381385E-1
3.476479000E0,1.103365208E-1,-6.437258184E-2,-4.667364478E-2,1.360014935E-1
3.486410000E0,7.918171529E-2,-5.526203513E-2,-9.395890832E-3,9.701504691E-2
3.496340000E0,2.721878886E-2,-6.152031004E-2,-5.086551368E-2,8.433807857E-2
3.506270000E0,2.238814820E-2,-6.292071819E-2,-6.148522675E-2,9.077818607E-2
3.516200000E0,8.288852111E-2,-4.107668996E-2,-7.744929492E-2,1.206490558E-1
3.526131000E0,8.230146065E-2,-1.208210170E-2,-9.315374672E-2,1.248884628E-1
3.536061000E0,6.850159317E-2,-1.749311507E-2,-9.201237023E-2,1.160377250E-1
3.545991000E0,7.444850385E-2,-2.352802634E-2,-5.913756967E-2,9.794590290E-2
3.555921000E0,5.929617539E-2,3.149310350E-3,5.788743496E-3,5.966124473E-2
3.565852000E0,4.676369190E-2,-1.970511675E-4,1.197334349E-2,4.827258708E-2
3.575782000E0,2.616482824E-3,-1.681600749E-2,-4.181460857E-2,4.514516121E-2
3.585712000E0,-2.751275763E-2,-2.185513794E-2,-7.401756406E-2,8.193411180E-2
3.595643000E0,3.182526190E-2,6.926611662E-3,-8.593652844E-2,9.190164397E-2
3.605573000E0,4.345387548E-2,1.340123355E-2,-8.540092349E-2,9.675303658E-2
3.615503000E0,8.879472055E-3,2.663932979E-2,-7.029815018E-2,7.569893549E-2
3.625433000E0,5.374797173E-3,6.257280886E-2,-1.037477320E-1,1.212758705E-1
3.635364000E0,2.323946625E-2,2.902967155E-2,-4.917391419E-2,6.165118376E-2
3.645294000E0,5.326930404E-2,4.305304885E-3,-2.207265437E-2,5.782176470E-2
3.655224000E0,7.833734080E-2,1.192130327E-2,-5.652211010E-2,9.733244765E-2
3.665154000E0,6.467999920E-2,2.043367982E-2,-3.932720304E-2,7.840705623E-2
3.675085000E0,3.117662296E-2,-2.289886594E-2,-2.242407203E-2,4.471217828E-2
3.685015000E0,-5.509538949E-3,-2.873731077E-2,-2.173994780E-3,2.934134119E-2
3.694945000E0,-2.627884895E-2,6.112679243E-3,1.970511675E-2,3.341009392E-2
3.704876000E0,8.739394695E-3,9.868930578E-3,1.552236950E-1,1.557824390E-1
3.714806000E0,1.001208504E-1,1.523199677E-2,1.729881209E-1,2.004522097E-1
3.724736000E0,7.143981904E-2,2.981670678E-2,5.703491092E-2,9.615438009E-2
3.734666000E0,1.001540333E-2,1.190843940E-2,-8.830523551E-2,8.966567822E-2
3.744597000E0,-7.247854035E-2,3.559784889E-2,-1.871921772E-1,2.038657815E-1
3.754527000E0,-1.532423660E-1,5.747696042E-2,-1.927540487E-1,2.528654722E-1
3.764457000E0,-1.296149370E-1,7.687860668E-2,-1.341643631E-1,2.017682542E-1
3.774387000E0,-9.320140153E-2,7.393628776E-2,-5.527782261E-2,1.311819864E-1
3.784318000E0,-3.432856455E-2,4.904176712E-2,-3.215033054E-2,6.794990081E-2
3.794248000E0,2.321783155E-2,2.328945994E-2,2.498866081E-2,4.130254006E-2
3.804178000E0,5.666814432E-2,-9.437406063E-3,5.157127261E-2,7.720064360E-2
3.814109000E0,6.337416977E-2,-2.357714295E-2,3.260407448E-2,7.506792082E-2
3.824039000E0,3.938932970E-2,-5.067197084E-3,2.802570462E-3,3.981268870E-2
3.833969000E0,-7.424136624E-4,4.754371047E-3,-6.721608281E-2,6.738810734E-2
3.843899000E0,-4.409399942E-2,4.813427925E-3,-9.843027413E-2,1.079628118E-1
3.853830000E0,-1.012841539E-1,-1.209555030E-2,-8.213116050E-2,1.309591910E-1
3.863760000E0,-5.636595290E-2,-1.625525951E-4,-2.499684691E-3,5.642158712E-2
3.873690000E0,-8.926490977E-2,-1.236335278E-2,-5.698637903E-2,1.066232808E-1
3.883620000E0,-8.932645172E-2,-3.448278487E-2,-5.950828314E-2,1.127364768E-1
3.893551000E0,7.575067878E-3,-5.373942018E-2,-6.549524724E-2,8.505841725E-2
3.903481000E0,6.299234658E-2,-2.132070243E-2,-3.954413474E-2,7.737148488E-2
3.913411000E0,1.819098026E-2,1.091207385E-2,-8.594471455E-2,8.852388986E-2
3.923341000E0,-5.050167069E-2,5.374175906E-3,-1.051212430E-1,1.167466327E-1
3.933272000E0,-7.755991694E-2,3.852730393E-3,-6.114374936E-2,9.883795997E-2
3.943202000E0,-7.011410907E-2,4.034344912E-2,-7.724171877E-2,1.118475091E-1
3.953132000E0,-3.736546218E-2,5.286233783E-2,-5.365638971E-2,8.408098883E-2
3.963063000E0,-1.888168260E-2,-1.411517859E-3,-1.013614833E-2,2.147677405E-2
3.972993000E0,-2.493837476E-3,-3.042306304E-3,-1.319716573E-2,1.377098530E-2
3.982923000E0,2.968265936E-2,-1.866606653E-2,-3.406295478E-2,4.888524516E-2
3.992853000E0,-8.909402490E-3,-1.796790898E-2,-3.585980415E-2,4.108708751E-2
4.002784000E0,-4.620981440E-2,-3.513065636E-2,-8.786026239E-3,5.870863838E-2
4.012714000E0,-2.550701648E-2,-3.455645978E-2,-2.026411057E-2,4.749095682E-2
4.022644000E0,8.992323317E-3,-1.350297511E-2,-1.709901273E-2,2.357049961E-2
4.032574000E0,1.055641696E-2,-2.443376005E-2,7.063436508E-4,2.662603032E-2
4.042505000E0,1.399794191E-2,-2.163060486E-2,-2.754038572E-3,2.591158376E-2
4.052435000E0,-1.549453676E-2,-4.831846654E-2,6.244826317E-3,5.112487393E-2
4.062365000E0,1.030546177E-2,-7.615413666E-2,2.479160964E-2,8.074824445E-2
4.072296000E0,2.132947326E-2,-7.746566713E-2,3.712631106E-2,8.851123650E-2
4.082226000E0,-6.459126770E-3,-9.047162890E-2,4.478207052E-2,1.011546825E-1
4.092156000E0,-2.258677080E-2,-6.645769894E-2,4.533931017E-3,7.033736201E-2
4.102086000E0,-2.245023832E-2,-4.291096151E-2,-4.291154623E-2,6.470521322E-2
4.112017000E0,-5.238959044E-3,-5.649170458E-2,-8.185224831E-2,9.959191700E-2
4.121947000E0,-3.358750306E-3,-4.785127401E-2,-8.444958150E-2,9.712238385E-2
4.131877000E0,-1.870495051E-2,-6.055025697E-2,-7.032446265E-2,9.466646101E-2
4.141807000E0,-2.971072599E-2,-5.819499850E-2,-8.934545517E-3,6.594854959E-2
4.151738000E0,-5.007803991E-2,-5.016852558E-2,4.777175188E-3,7.104584747E-2
4.161669000E0,-5.176057622E-2,-4.054985583E-2,-6.018012822E-2,8.913526738E-2
4.171599000E0,-3.965786308E-2,-3.016812444E-2,-8.441508293E-2,9.802432383E-2
4.181530000E0,-9.936729044E-2,-2.191068649E-2,-1.376136357E-1,1.711474490E-1
4.191460000E0,-1.045435381E-1,2.651127577E-3,-1.919629204E-1,2.186004178E-1
4.201390000E0,-8.262188807E-2,-2.029743969E-2,-2.007343286E-1,2.180197999E-1
4.211320000E0,-7.273088425E-2,-6.096248567E-2,-1.763988018E-1,2.003066236E-1
4.221251000E0,-5.317077845E-2,-6.204129696E-2,-1.570667374E-1,1.770486210E-1
4.231181000E0,-2.655220628E-3,-5.887210608E-2,-1.374510831E-1,1.495519151E-1
4.241111000E0,-6.988592148E-3,-8.161894441E-2,-1.213092595E-1,1.463776928E-1
4.251041000E0,3.444740921E-2,-6.289966822E-2,-1.301555121E-1,1.486050120E-1
4.260972000E0,5.114398733E-2,-7.641550720E-2,-5.184609175E-2,1.055606670E-1
4.270902000E0,3.212478552E-2,-4.920958221E-2,3.549259901E-4,5.876828055E-2
4.280832000E0,1.570693687E-2,-4.072878063E-2,1.447361290E-2,4.598942169E-2
4.290763000E0,-1.624897376E-2,-5.034686565E-2,2.218959868E-2,5.736910596E-2
4.300693000E0,-2.864806764E-3,-4.262561738E-2,-4.742033422E-2,6.382662824E-2
4.310623000E0,2.237071618E-2,-1.911103964E-2,-1.079232287E-1,1.118619868E-1
4.320553000E0,1.811291993E-2,-4.643683255E-2,-1.401829022E-1,1.487807224E-1
4.330484000E0,-2.430504821E-3,-1.654878974E-2,-1.442619199E-1,1.452283420E-1
4.340414000E0,-3.109695464E-3,4.407689631E-2,-1.139856219E-1,1.222504192E-1
4.350344000E0,-3.369794235E-2,6.371944785E-2,-5.080938041E-2,8.818907240E-2
4.360274000E0,-1.774293736E-2,7.521098077E-2,-2.395253420E-2,8.090257937E-2
4.370205000E0,2.065762818E-2,5.091872334E-2,2.999036908E-2,6.260092832E-2
4.380135000E0,6.136671100E-2,1.928704083E-2,6.632496715E-2,9.239515371E-2
4.390065000E0,9.205023095E-2,2.870748997E-2,4.465284705E-2,1.062602548E-1
4.399996000E0,9.105284214E-2,2.370519698E-2,3.973358452E-2,1.021338052E-1
4.409926000E0,4.855864093E-2,9.197085500E-3,4.174502671E-2,6.469293041E-2
4.419856000E0,4.717168137E-2,1.568807960E-2,2.351165414E-2,5.499164705E-2
4.429786000E0,2.617506087E-2,-5.858910084E-3,-2.144758701E-3,2.690837469E-2
4.439717000E0,-2.166393399E-3,-1.178623259E-2,-9.144460559E-3,1.507414004E-2
4.449647000E0,2.223082155E-2,1.256625116E-2,-1.582256556E-3,2.558561375E-2
4.459577000E0,4.271829575E-2,2.619669557E-2,2.479804158E-3,5.017239360E-2
4.469507000E0,1.909305945E-2,6.057715416E-4,1.462271690E-2,2.405692682E-2
4.479438000E0,3.002983779E-3,1.721186399E-2,-2.792864084E-2,3.294351458E-2
4.489368000E0,2.035591185E-2,-3.741048574E-3,-8.303806365E-2,8.557849383E-2
4.499298000E0,3.071673945E-2,-9.075463414E-3,-1.101211971E-1,1.146846117E-1
4.509228000E0,1.595164284E-2,-1.421750486E-2,-1.433573556E-1,1.449411044E-1
4.519159000E0,-2.771141678E-2,1.070800602E-2,-1.184178114E-1,1.220875181E-1
4.529089000E0,-6.526398987E-2,1.523375094E-2,-9.089496732E-2,1.129307337E-1
4.539019000E0,-6.829591736E-2,1.870933592E-2,-9.622295022E-2,1.194706145E-1
4.548950000E0,-8.206844911E-2,2.856715679E-2,-8.893088758E-2,1.243383109E-1
4.558880000E0,-8.783745825E-2,2.268251896E-2,-8.857128382E-2,1.267863875E-1
4.568810000E0,-6.683221310E-2,1.727852225E-2,-1.527093923E-1,1.675865464E-1
4.578740000E0,-3.607498169E-2,1.247620404E-2,-1.788172102E-1,1.828459861E-1
4.588671000E0,-4.453312531E-2,-3.388812304E-2,-1.590992296E-1,1.686539919E-1
4.598601000E0,-2.884182975E-2,-3.333497643E-2,-1.092534703E-1,1.178108338E-1
4.608531000E0,-3.954661980E-2,-2.595812917E-2,-5.916505158E-2,7.575132300E-2
4.618461000E0,-3.809782594E-2,-4.432657242E-2,-2.279478550E-2,6.273668472E-2
4.628392000E0,-1.371508285E-2,-3.810571969E-2,1.224290013E-2,4.230884038E-2
4.638322000E0,7.079662532E-3,-4.238763571E-2,-8.505944610E-3,4.380849662E-2
4.648252000E0,2.415046245E-3,-2.877063990E-2,-4.960602343E-2,5.739633899E-2
4.658183000E0,-6.935514048E-2,-5.807980835E-2,-7.590972304E-2,1.180918528E-1
4.668113000E0,-7.656271085E-2,-4.231045246E-2,-8.547050536E-2,1.222997562E-1
4.678043000E0,-5.293615893E-2,-2.336605847E-2,-1.047002435E-1,1.196258776E-1
4.687973000E0,-8.911741376E-3,-1.615410268E-2,-8.703171194E-2,8.896568468E-2
4.697904000E0,2.327864259E-2,-3.163577557E-2,-5.484571338E-2,6.745939351E-2
4.707834000E0,8.528397918E-2,-2.355316937E-2,-1.886896491E-2,9.046627398E-2
4.717764000E0,1.117490619E-1,-1.761766076E-2,1.547757983E-2,1.141831436E-1
4.727694000E0,6.822443515E-2,-3.388753831E-2,1.632542610E-2,7.790672848E-2
4.737625000E0,6.390275806E-2,-3.542827964E-3,6.484562159E-3,6.432856025E-2
4.747555000E0,7.446312189E-2,-2.549386024E-3,5.020419359E-3,7.467570222E-2
4.757485000E0,6.494809404E-2,1.020573020E-2,-2.887939811E-3,6.580844965E-2
4.767416000E0,4.804631520E-2,6.523504615E-2,-4.893768668E-2,9.465176611E-2
4.777346000E0,4.590272594E-2,6.274471700E-2,5.043223500E-3,7.790631466E-2
4.787276000E0,8.113435641E-2,2.961263895E-2,6.835745931E-2,1.101473305E-1
4.797206000E0,5.709674522E-2,4.299165308E-2,6.387264490E-2,9.585423995E-2
4.807137000E0,5.400619939E-2,5.015975475E-2,5.816985548E-2,9.389570094E-2
4.817067000E0,7.758816630E-2,5.310909033E-2,1.197913224E-1,1.522841421E-1
4.826997000E0,7.371540919E-2,5.805758893E-2,1.125542235E-1,1.465370207E-1
4.836927000E0,1.003499150E-2,3.330632508E-2,5.781025171E-2,6.746878943E-2
4.846858000E0,-4.989867657E-2,-6.369372010E-3,3.477923870E-2,6.115588498E-2
4.856788000E0,-4.234652247E-2,4.357403576E-2,-1.365500271E-2,6.227667025E-2
4.866718000E0,-2.511945572E-2,6.889423370E-2,-4.502356052E-5,7.333078835E-2
4.876648000E0,-6.882962197E-2,5.055327237E-2,-1.927710056E-2,8.754859687E-2
4.886579000E0,-4.596160010E-2,2.669546306E-2,-6.417611539E-2,8.332880785E-2
4.896509000E0,-2.752781421E-2,-2.075001419E-2,-1.036839974E-1,1.092644268E-1
4.906439000E0,2.144148398E-2,-4.808691680E-2,-9.868989050E-2,1.118560829E-1
4.916370000E0,8.542255819E-2,-6.773239195E-2,-1.143972659E-1,1.580234945E-1
4.926300000E0,1.267006847E-1,-7.468005359E-2,-1.241094911E-1,1.924404835E-1
4.936230000E0,1.351570742E-1,-1.100855291E-1,-1.277949911E-1,2.161430503E-1
4.946160000E0,6.733112678E-2,-8.334094942E-2,-9.145863891E-2,1.408682970E-1
4.956091000E0,-2.469907746E-2,-4.888038397E-2,-7.984256029E-2,9.682030158E-2
4.966021000E0,-5.903495103E-2,-3.065051973E-2,-8.603593111E-2,1.087509138E-1
4.975951000E0,-2.328317419E-2,-3.086803615E-2,-1.076308680E-1,1.143649666E-1
4.985881000E0,5.912280545E-2,-3.027103543E-2,-9.019680977E-2,1.120147589E-1
4.995812000E0,1.327832508E-1,-3.532770753E-2,-6.736927986E-2,1.530296000E-1
5.005742000E0,1.400298513E-1,-7.413216949E-2,-5.754011035E-2,1.685669070E-1
5.015672000E0,1.118679066E-1,-9.282220960E-2,1.174062431E-2,1.458363239E-1
5.025603000E0,5.966440380E-2,-6.537011683E-2,2.300294638E-3,8.853465203E-2
5.035533000E0,4.109130800E-2,-8.534712911E-2,8.109503388E-2,1.246957600E-1
5.045463000E0,4.161536470E-2,-6.949532747E-2,9.819404662E-2,1.272930081E-1
5.055393000E0,3.465381593E-2,-5.410604060E-2,1.065292525E-1,1.244059172E-1
5.065324000E0,1.257988248E-2,-6.308093190E-2,6.708568990E-2,9.294055736E-2
5.075254000E0,6.710995585E-3,-9.040730953E-2,3.919447124E-2,9.876601467E-2
5.085184000E0,-3.226756722E-2,-1.001288903E-1,1.114713192E-2,1.057887003E-1
5.095114000E0,-6.995623425E-2,-6.367968678E-2,3.294496715E-2,1.001715932E-1
5.105045000E0,-1.394290499E-1,-5.065910697E-2,5.296290994E-2,1.575178559E-1
5.114975000E0,-1.642763543E-1,-3.409160614E-2,6.648576558E-2,1.804697072E-1
5.124905000E0,-1.347485000E-1,-1.757673025E-3,5.691855133E-2,1.462872829E-1
5.134835000E0,-7.973029375E-2,1.526474118E-2,3.314377248E-2,8.768375972E-2
5.144766000E0,-7.967328340E-2,-2.170720339E-2,5.168295443E-2,9.741746530E-2
5.154696000E0,-6.834137946E-2,-3.657667279E-2,3.965406239E-2,8.706802974E-2
5.164625375E0,-6.936537310E-2,-3.225674987E-2,-7.058758736E-3,7.682368758E-2
5.174556375E0,-5.424666613E-2,-1.743347347E-2,-1.497881234E-2,5.891512202E-2
5.184486375E0,-3.168883905E-2,-1.539221048E-2,-2.099267364E-2,4.100969410E-2
5.194416375E0,-1.714809280E-2,-1.198152959E-2,-3.726079702E-2,4.273150048E-2
5.204346375E0,-5.987651154E-2,-2.181888521E-2,-9.316953421E-3,6.440548119E-2
5.214277375E0,-7.273468494E-2,3.256314397E-3,-2.230069578E-2,7.614630004E-2
5.224207375E0,-1.126454401E-1,-6.085782051E-3,-5.611338973E-2,1.259950175E-1
5.234137375E0,-1.510185237E-1,-2.690947115E-2,-5.144204915E-2,1.617930733E-1
5.244067375E0,-1.845259930E-1,-2.944774747E-2,-1.173933792E-1,2.206767260E-1
5.253998375E0,-1.479566292E-1,-1.189382136E-2,-1.298742610E-1,1.972307045E-1
5.263928375E0,-1.266101625E-1,-7.106355071E-2,-7.796911240E-2,1.648009223E-1
5.273858375E0,-2.967019748E-2,-7.664647222E-2,-1.734868884E-2,8.399987694E-2
5.283788375E0,3.532668427E-2,-7.857722282E-2,-3.391385078E-4,8.615375548E-2
5.293719375E0,8.451887101E-2,-7.832169950E-2,-9.766019583E-3,1.156421347E-1
5.303649375E0,5.758688807E-2,-1.072332573E-1,1.798018813E-3,1.217310725E-1
5.313579375E0,1.469756126E-2,-1.081278813E-1,-4.923764884E-2,1.197163443E-1
5.323510375E0,8.783979714E-3,-9.105342686E-2,-9.111950040E-2,1.291148643E-1
5.333440375E0,2.050516203E-2,-1.170214963E-1,-1.198725986E-1,1.687718347E-1
5.343370375E0,3.270625457E-2,-1.355273491E-1,-1.318108588E-1,1.918631386E-1
5.353300375E0,4.860264122E-2,-1.272704959E-1,-8.956414104E-2,1.630390481E-1
5.363231375E0,4.598338097E-2,-1.149159139E-1,-8.267261267E-2,1.488452199E-1
5.373161375E0,1.069790496E-1,-1.168495882E-1,-6.276986003E-3,1.585488690E-1
5.383091375E0,9.728071153E-2,-1.320523489E-1,1.645172596E-2,1.648393732E-1
5.393021375E0,8.732392654E-2,-1.059223115E-1,4.022592008E-2,1.430493931E-1
5.402952375E0,1.190213902E-1,-8.694575787E-2,5.527723789E-2,1.574205488E-1
5.412882375E0,1.126303835E-1,-7.185467899E-2,1.098340988E-2,1.340497425E-1
5.422812375E0,7.373444919E-2,-4.676018357E-2,-3.006345928E-2,9.234227281E-2
5.432743375E0,4.247651339E-2,-5.659929335E-2,2.544123530E-3,7.081106384E-2
5.442673375E0,2.640836477E-2,-4.803429186E-2,5.303424597E-3,5.507105626E-2
5.452603375E0,1.919918641E-2,-9.354960322E-3,4.878039658E-2,5.325083222E-2
5.462533375E0,-7.042678893E-3,-2.191887259E-2,8.663936377E-2,8.964605767E-2
5.472464375E0,-3.607805148E-2,-3.265552998E-2,6.946024418E-2,8.480999327E-2
5.482394375E0,-3.409555301E-2,-3.110017061E-2,5.522519767E-2,7.196908923E-2
5.492324375E0,-2.258472428E-2,-1.011042058E-2,2.972139716E-2,3.867365802E-2
5.502254375E0,-4.978783529E-2,1.862922907E-2,2.799354494E-2,6.007924165E-2
5.512185375E0,-7.495662689E-2,2.285267293E-2,2.659898400E-2,8.275413298E-2
5.522115375E0,-3.100862514E-2,4.272852838E-2,-3.690177798E-3,5.292333496E-2
5.532045375E0,-2.510195062E-2,4.098371923E-2,-3.422433794E-2,5.900066503E-2
5.541976375E0,-2.848997355E-2,2.473021388E-2,-3.924417257E-2,5.443681798E-2
5.551906375E0,-1.316573694E-2,3.059906423E-2,-3.633401334E-2,4.929300038E-2
5.561836375E0,-1.160014495E-2,3.819869041E-2,-6.009651303E-2,7.214772478E-2
5.571766375E0,1.295742989E-2,2.900394380E-2,-4.107610524E-2,5.192658439E-2
5.581697375E0,1.201314110E-2,2.133590519E-2,-1.380936921E-2,2.811112035E-2
5.591627375E0,-6.431462131E-3,-1.126699984E-2,-7.659267783E-3,1.506563552E-2
5.601557375E0,-2.147068352E-2,9.364315867E-3,-2.715271533E-2,3.586015354E-2
5.611487375E0,-6.988431349E-2,1.387778163E-2,-1.343456268E-2,7.250446586E-2
5.621418375E0,-7.925517093E-2,1.715690017E-2,-3.341040552E-2,8.770402807E-2
5.631348375E0,-5.918727100E-2,2.183057964E-2,-3.881323278E-2,7.406871333E-2
5.641278375E0,-5.407300383E-2,-1.188388109E-2,1.577578783E-3,5.538596508E-2
5.651208375E0,1.748745058E-2,1.888650656E-3,1.209262669E-2,2.134501228E-2
5.661139375E0,3.080989290E-2,4.319338202E-3,1.932446301E-2,3.662432325E-2
5.671069375E0,4.454525828E-2,-6.856211185E-2,4.226718307E-2,9.204106682E-2
5.680999375E0,8.549276132E-2,-7.697391629E-2,3.816068351E-2,1.212032747E-1
5.690930375E0,5.502478436E-2,-1.004054636E-1,7.035369873E-3,1.147104199E-1
5.700860375E0,-1.208838746E-2,-9.687959254E-2,-4.983640373E-2,1.096150158E-1
5.710790375E0,2.550409287E-3,-4.703207910E-2,-1.017310274E-1,1.121058561E-1
5.720720375E0,1.821729273E-2,6.039589047E-3,-1.476322550E-1,1.488745415E-1
5.730651375E0,3.229387969E-2,-1.226804316E-2,-1.452237868E-1,1.492760792E-1
5.740581375E0,1.005370259E-2,-3.744264543E-2,-1.540858269E-1,1.588882333E-1
5.750511375E0,-6.102154255E-3,-7.868948936E-2,-1.214946163E-1,1.448799979E-1
5.760441375E0,2.174316376E-2,-8.242118239E-2,-9.302686214E-2,1.261745361E-1
5.770372375E0,3.773953781E-2,-6.418254733E-2,-1.809245467E-2,7.662250982E-2
5.780302375E0,2.057503626E-2,-7.270661831E-2,-2.672762275E-2,8.014954947E-2
5.790232375E0,-5.191742778E-3,-4.343545675E-2,-3.115045667E-2,5.370236538E-2
5.800163375E0,6.768517569E-4,-3.656322420E-2,-6.191792071E-2,7.191075300E-2
5.810093375E0,-1.331045553E-2,-2.787952423E-2,-8.103129923E-2,8.672085997E-2
5.820023375E0,-3.362704486E-2,-1.507529140E-2,-7.645760715E-2,8.487525109E-2
5.829953375E0,-1.036638245E-2,2.003840804E-2,-8.812338710E-2,9.096554862E-2
5.839884375E0,-1.771457836E-2,2.068394065E-2,-6.920004308E-2,7.436583658E-2
5.849814375E0,7.361498326E-3,-2.059974074E-3,-2.795202971E-2,2.897845951E-2
5.859744375E0,1.852909550E-2,-2.004016221E-2,-2.149787307E-2,3.474325874E-2
5.869674375E0,1.077656463E-2,-2.048513532E-2,2.261176765E-2,3.235841699E-2
5.879605375E0,2.925274283E-2,-2.679311156E-2,6.043799043E-2,7.229346082E-2
